ligand,target,activity,minuslog_activity
CHEMBL19344,CHEMBL217,3900.0,5.4089353929735005
CHEMBL193482,CHEMBL206,1.995,8.700057099977233
CHEMBL193482,CHEMBL242,0.1259,9.899974269892137
CHEMBL193482,CHEMBL3305,234.42,6.630005338391572
CHEMBL1938400,CHEMBL1868,890.0,6.050609993355088
CHEMBL1938400,CHEMBL260,0.001,12.0
CHEMBL1940832,CHEMBL210,3.162,8.500038134403809
CHEMBL1944698,CHEMBL1974,42.0,7.376750709602099
CHEMBL1944698,CHEMBL2971,170.0,6.769551078621726
CHEMBL1944698,CHEMBL301,130.0,6.886056647693163
CHEMBL1944698,CHEMBL308,3.0,8.522878745280337
CHEMBL1944698,CHEMBL3116,3.0,8.522878745280337
CHEMBL1944698,CHEMBL4036,3.0,8.522878745280337
CHEMBL19449,CHEMBL254,54.0,7.267606240177032
CHEMBL19449,CHEMBL275,5000.0,5.301029995663981
CHEMBL19449,CHEMBL288,166.0,6.779891911959945
CHEMBL19449,CHEMBL291,239.0,6.621602099051862
CHEMBL1945778,CHEMBL238,28.18,7.550059011226662
CHEMBL1946170,CHEMBL1868,13.0,7.886056647693163
CHEMBL1946170,CHEMBL1906,1.5,8.823908740944319
CHEMBL1946170,CHEMBL1913,1.5,8.823908740944319
CHEMBL1946170,CHEMBL1936,2153.3,5.6668954596014105
CHEMBL1946170,CHEMBL1974,82.0,7.086186147616283
CHEMBL1946170,CHEMBL2409,0.5,9.301029995663981
CHEMBL1946170,CHEMBL279,5.0,8.301029995663981
CHEMBL1946170,CHEMBL3650,1.5,8.823908740944319
CHEMBL1946170,CHEMBL4128,1.5,8.823908740944319
CHEMBL1946170,CHEMBL5145,40.0,7.3979400086720375
CHEMBL1946170,CHEMBL5845,1800.0,5.7447274948966935
CHEMBL1950289,CHEMBL2276,61.0,7.214670164989233
CHEMBL1950289,CHEMBL260,3400.0,5.468521082957745
CHEMBL1950289,CHEMBL2637,6.0,8.221848749616356
CHEMBL1950289,CHEMBL3385,480.0,6.318758762624412
CHEMBL1950289,CHEMBL4179,7.0,8.154901959985743
CHEMBL1950553,CHEMBL251,490.0,6.309803919971486
CHEMBL1950554,CHEMBL251,270.0,6.568636235841013
CHEMBL1950554,CHEMBL256,903.0,6.044312249686494
CHEMBL1950649,CHEMBL226,77.0,7.113509274827518
CHEMBL1950649,CHEMBL251,0.5,9.301029995663981
CHEMBL1950649,CHEMBL256,45.0,7.346787486224656
CHEMBL1950651,CHEMBL251,0.7,9.154901959985743
CHEMBL1951575,CHEMBL4427,35.0,7.455931955649724
CHEMBL1951575,CHEMBL5071,8.0,8.096910013008056
CHEMBL1951914,CHEMBL274,0.26,9.585026652029182
CHEMBL1952329,CHEMBL1974,44.0,7.356547323513813
CHEMBL1952329,CHEMBL2073,2670.0,5.573488738635425
CHEMBL1952329,CHEMBL2147,200.0,6.698970004336019
CHEMBL1952329,CHEMBL240,1000.0,6.0
CHEMBL1952329,CHEMBL4523,618.0,6.209011524911184
CHEMBL1952329,CHEMBL5407,69.0,7.161150909262744
CHEMBL195560,CHEMBL242,680.0,6.167491087293763
CHEMBL1957287,CHEMBL240,794.33,6.0999990348465305
CHEMBL1963249,CHEMBL4616,5.0,8.301029995663981
CHEMBL1963681,CHEMBL1827,5.0,8.301029995663981
CHEMBL1969664,CHEMBL262,31.0,7.508638306165727
CHEMBL197194,CHEMBL1966,134.0,6.872895201635193
CHEMBL1976040,CHEMBL1862,40.0,7.3979400086720375
CHEMBL1976040,CHEMBL2148,26.0,7.585026652029182
CHEMBL1976040,CHEMBL2971,110.0,6.958607314841775
CHEMBL1976040,CHEMBL3024,350.0,6.455931955649724
CHEMBL1976040,CHEMBL3984,4940.0,5.306273051076353
CHEMBL1976040,CHEMBL5095,27.0,7.568636235841013
CHEMBL1976040,CHEMBL5491,101.0,6.995678626217358
CHEMBL197669,CHEMBL226,100.0,7.0
CHEMBL197669,CHEMBL251,10.7,7.97061622231479
CHEMBL197669,CHEMBL255,352.3,6.453087356818758
CHEMBL197672,CHEMBL2334,6.0,8.221848749616356
CHEMBL1980297,CHEMBL1844,3.42,8.465973893943865
CHEMBL1980297,CHEMBL1868,2.1,8.67778070526608
CHEMBL1980297,CHEMBL1936,27.27,7.56431486205837
CHEMBL1980297,CHEMBL1974,1.3,8.886056647693163
CHEMBL1980297,CHEMBL2007,0.7943,9.100015437450608
CHEMBL1980297,CHEMBL2185,7.87,8.104025267640935
CHEMBL1980297,CHEMBL240,1000.0,6.0
CHEMBL1980297,CHEMBL279,3.0,8.522878745280337
CHEMBL1980297,CHEMBL4722,4743.1,5.323937718909088
CHEMBL1980391,CHEMBL2527,24.0,7.619788758288394
CHEMBL1980391,CHEMBL279,10.0,8.0
CHEMBL1980391,CHEMBL301,1330.0,5.876148359032914
CHEMBL1980391,CHEMBL3650,28.0,7.552841968657781
CHEMBL1980391,CHEMBL3788,11.0,7.958607314841775
CHEMBL1980391,CHEMBL4722,58.0,7.236572006437063
CHEMBL1983268,CHEMBL1957,263.0,6.580044251510242
CHEMBL1983268,CHEMBL1974,164.0,6.785156151952302
CHEMBL1983268,CHEMBL1981,209.0,6.679853713888946
CHEMBL1983268,CHEMBL2041,393.0,6.405607449624573
CHEMBL1983268,CHEMBL2148,349.0,6.45717457304082
CHEMBL1983268,CHEMBL2185,338.0,6.471083299722345
CHEMBL1983268,CHEMBL2695,140.0,6.853871964321762
CHEMBL1983268,CHEMBL2815,45.0,7.346787486224656
CHEMBL1983268,CHEMBL2835,112.0,6.950781977329818
CHEMBL1983268,CHEMBL2971,40.0,7.3979400086720375
CHEMBL1983268,CHEMBL4247,55.0,7.259637310505756
CHEMBL1983268,CHEMBL4599,70.0,7.154901959985743
CHEMBL1983268,CHEMBL4601,195.0,6.709965388637482
CHEMBL1983268,CHEMBL4722,215.0,6.667561540084395
CHEMBL1983268,CHEMBL4898,10.0,8.0
CHEMBL1983268,CHEMBL5568,7.0,8.154901959985743
CHEMBL1983268,CHEMBL5608,10.0,8.0
CHEMBL198362,CHEMBL244,700.0,6.154901959985743
CHEMBL198362,CHEMBL3018,3350.0,5.474955192963154
CHEMBL2,CHEMBL1743126,1600.0,5.795880017344075
CHEMBL2,CHEMBL1867,2133.0,5.671009144550571
CHEMBL2,CHEMBL1916,95.0,7.022276394711152
CHEMBL2,CHEMBL1942,365.0,6.437707135543525
CHEMBL2,CHEMBL223,0.88,9.05551732784983
CHEMBL2,CHEMBL229,1.862,8.730020323354676
CHEMBL2,CHEMBL232,7.943,8.100015437450608
CHEMBL2,CHEMBL240,1584.89,5.800000874803203
CHEMBL2,CHEMBL332,4036.0,5.394048842435127
CHEMBL2,CHEMBL5685,9900.0,5.00436480540245
CHEMBL20,CHEMBL2326,3440.0,5.46344155742847
CHEMBL20,CHEMBL3025,340.0,6.468521082957745
CHEMBL20,CHEMBL3242,1550.0,5.809668301829708
CHEMBL20,CHEMBL3510,224.0,6.649751981665837
CHEMBL20,CHEMBL3729,578.0,6.2380721615794705
CHEMBL20,CHEMBL3912,79.0,7.102372908709558
CHEMBL2001019,CHEMBL290,5360.0,5.27083521030723
CHEMBL2001019,CHEMBL3717,50.12,7.299988937677887
CHEMBL2001019,CHEMBL4409,2700.0,5.568636235841013
CHEMBL200102,CHEMBL1075132,257.0,6.590066876668706
CHEMBL200102,CHEMBL1075323,26.0,7.585026652029182
CHEMBL200102,CHEMBL3880,89.0,7.050609993355087
CHEMBL200102,CHEMBL4303,50.0,7.301029995663981
CHEMBL2010601,CHEMBL4051,1300.0,5.886056647693163
CHEMBL2010872,CHEMBL1844,78.0,7.107905397309519
CHEMBL2010872,CHEMBL1868,3.0,8.522878745280337
CHEMBL2010872,CHEMBL1974,71.0,7.1487416512809245
CHEMBL2010872,CHEMBL2007,246.0,6.609064892896621
CHEMBL2010872,CHEMBL2041,5.0,8.301029995663981
CHEMBL2010872,CHEMBL2527,140.0,6.853871964321762
CHEMBL2010872,CHEMBL267,37.0,7.431798275933005
CHEMBL2010872,CHEMBL2742,89.0,7.050609993355087
CHEMBL2010872,CHEMBL279,10.0,8.0
CHEMBL2010872,CHEMBL2815,3.0,8.522878745280337
CHEMBL2010872,CHEMBL3650,13.0,7.886056647693163
CHEMBL2010872,CHEMBL4128,50.0,7.301029995663981
CHEMBL2010872,CHEMBL4247,132.0,6.87942606879415
CHEMBL2010872,CHEMBL4708,21.0,7.6777807052660805
CHEMBL2010872,CHEMBL4722,42.0,7.376750709602099
CHEMBL2010872,CHEMBL4898,5.0,8.301029995663981
CHEMBL2010872,CHEMBL5251,93.0,7.031517051446065
CHEMBL2010872,CHEMBL5716,14.0,7.853871964321762
CHEMBL2016681,CHEMBL4561,5.0,8.301029995663981
CHEMBL2017179,CHEMBL3572,110.0,6.958607314841775
CHEMBL2017974,CHEMBL1075165,2581.0,5.588211995456131
CHEMBL2017974,CHEMBL2842,1981.0,5.703115524461453
CHEMBL2017974,CHEMBL3130,260.0,6.585026652029182
CHEMBL2017974,CHEMBL3142,6917.0,5.160082224321319
CHEMBL2017974,CHEMBL3145,607.0,6.2168113089247425
CHEMBL2017974,CHEMBL3267,778.0,6.1090204030103115
CHEMBL2017974,CHEMBL4005,216.0,6.665546248849069
CHEMBL2017974,CHEMBL5554,2100.0,5.6777807052660805
CHEMBL2018096,CHEMBL3884,8.4,8.075720713938118
CHEMBL2018096,CHEMBL4979,1900.0,5.721246399047171
CHEMBL2019090,CHEMBL218,4607.0,5.3365817877473205
CHEMBL2019090,CHEMBL253,36.0,7.443697499232713
CHEMBL201960,CHEMBL222,195.0,6.709965388637482
CHEMBL201960,CHEMBL228,3770.0,5.423658649794207
CHEMBL201960,CHEMBL238,32.0,7.494850021680094
CHEMBL2022968,CHEMBL4895,305.0,6.515700160653214
CHEMBL2024517,CHEMBL217,5.7,8.244125144327509
CHEMBL2024517,CHEMBL234,0.09,10.045757490560675
CHEMBL2028019,CHEMBL1850,7900.0,5.102372908709558
CHEMBL2028019,CHEMBL2056,2100.0,5.6777807052660805
CHEMBL2028019,CHEMBL214,3.1,8.508638306165727
CHEMBL2028019,CHEMBL217,17.78,7.7500682433658055
CHEMBL2028019,CHEMBL219,110.0,6.958607314841775
CHEMBL2028019,CHEMBL224,23.0,7.638272163982407
CHEMBL2028019,CHEMBL234,0.27,9.568636235841012
CHEMBL2028019,CHEMBL3155,111.0,6.954677021213342
CHEMBL2028663,CHEMBL1169596,26.0,7.585026652029182
CHEMBL2028663,CHEMBL1906,150.0,6.823908740944319
CHEMBL2028663,CHEMBL4439,3700.0,5.431798275933005
CHEMBL2028663,CHEMBL5014,77.0,7.113509274827518
CHEMBL2028663,CHEMBL5145,529.0,6.276544327964814
CHEMBL2029988,CHEMBL1844,9.0,8.045757490560675
CHEMBL2029988,CHEMBL1862,3.0,8.522878745280337
CHEMBL2029988,CHEMBL1906,39.0,7.4089353929735005
CHEMBL2029988,CHEMBL1913,2.0,8.698970004336019
CHEMBL2029988,CHEMBL1936,2.0,8.698970004336019
CHEMBL2029988,CHEMBL203,22.0,7.657577319177793
CHEMBL2029988,CHEMBL2041,2.0,8.698970004336019
CHEMBL2029988,CHEMBL2068,14.0,7.853871964321762
CHEMBL2029988,CHEMBL258,2.0,8.698970004336019
CHEMBL2029988,CHEMBL279,8.0,8.096910013008056
CHEMBL2029988,CHEMBL2964,8300.0,5.080921907623926
CHEMBL2029988,CHEMBL2971,4700.0,5.327902142064283
CHEMBL2029988,CHEMBL3587,7100.0,5.1487416512809245
CHEMBL2029988,CHEMBL3717,513.0,6.289882634888183
CHEMBL2029988,CHEMBL5145,82.0,7.086186147616283
CHEMBL2029988,CHEMBL5971,187.8,6.726304412069908
CHEMBL2031465,CHEMBL260,27.54,7.560036064079095
CHEMBL2035187,CHEMBL1974,23.0,7.638272163982407
CHEMBL2035187,CHEMBL2971,22.0,7.657577319177793
CHEMBL203567,CHEMBL1913,610.0,6.214670164989233
CHEMBL203567,CHEMBL258,3800.0,5.42021640338319
CHEMBL203567,CHEMBL260,700.0,6.154901959985743
CHEMBL203567,CHEMBL2637,6900.0,5.161150909262744
CHEMBL203567,CHEMBL3961,50.0,7.301029995663981
CHEMBL203567,CHEMBL3987,6600.0,5.180456064458132
CHEMBL203567,CHEMBL4179,5000.0,5.301029995663981
CHEMBL203567,CHEMBL4355,590.0,6.229147988357856
CHEMBL2035874,CHEMBL1860,9.6,8.017728766960431
CHEMBL2035874,CHEMBL1947,0.43,9.366531544420413
CHEMBL203665,CHEMBL268,0.5,9.301029995663981
CHEMBL203665,CHEMBL2954,1.6,8.795880017344075
CHEMBL203665,CHEMBL3272,0.063,10.200659450546418
CHEMBL203665,CHEMBL3837,0.068,10.167491087293763
CHEMBL203665,CHEMBL4072,13.0,7.886056647693163
CHEMBL2037511,CHEMBL1790,3981.07,5.40000018605658
CHEMBL2037511,CHEMBL2049,9.2,8.036212172654444
CHEMBL204021,CHEMBL3514,49.7,7.303643611266668
CHEMBL2041933,CHEMBL2527,10.0,8.0
CHEMBL2041933,CHEMBL4630,280.0,6.552841968657781
CHEMBL2041980,CHEMBL240,4700.0,5.327902142064283
CHEMBL2042122,CHEMBL2487,0.74,9.130768280269024
CHEMBL2048028,CHEMBL3070,2.98,8.525783735923746
CHEMBL2048484,CHEMBL3884,6.7,8.173925197299173
CHEMBL2048484,CHEMBL4979,1900.0,5.721246399047171
CHEMBL206253,CHEMBL249,0.95,9.022276394711152
CHEMBL206468,CHEMBL2179,1520.0,5.818156412055227
CHEMBL206468,CHEMBL3761,20.0,7.698970004336019
CHEMBL206815,CHEMBL280,8.0,8.096910013008056
CHEMBL206815,CHEMBL332,33.0,7.481486060122113
CHEMBL206815,CHEMBL3706,158.49,6.799998134593398
CHEMBL206834,CHEMBL1862,26.0,7.585026652029182
CHEMBL206834,CHEMBL3905,11.0,7.958607314841775
CHEMBL2070241,CHEMBL259,24.55,7.609948503541013
CHEMBL2070241,CHEMBL3795,6.4,8.193820026016112
CHEMBL2070241,CHEMBL4608,194.98,6.710009933945681
CHEMBL2070241,CHEMBL4644,190.55,6.719991046891814
CHEMBL207197,CHEMBL3798,4.0,8.397940008672037
CHEMBL207197,CHEMBL5293,0.014,10.853871964321762
CHEMBL207433,CHEMBL4794,100.0,7.0
CHEMBL208427,CHEMBL210,1584.89,5.800000874803203
CHEMBL208427,CHEMBL213,398.11,6.399996913372259
CHEMBL2087337,CHEMBL1875,19.95,7.700057099977233
CHEMBL2087361,CHEMBL203,45.0,7.346787486224656
CHEMBL209821,CHEMBL214,5.1,8.292429823902063
CHEMBL209821,CHEMBL240,3800.0,5.42021640338319
CHEMBL209821,CHEMBL3155,700.0,6.154901959985743
CHEMBL21,CHEMBL2326,70.0,7.154901959985743
CHEMBL21,CHEMBL3025,941.0,6.026410376572743
CHEMBL21,CHEMBL3242,37.0,7.431798275933005
CHEMBL21,CHEMBL3510,5400.0,5.267606240177032
CHEMBL21,CHEMBL3729,9760.0,5.010550182333308
CHEMBL21,CHEMBL3912,35.0,7.455931955649724
CHEMBL21,CHEMBL3969,3650.0,5.437707135543525
CHEMBL2103837,CHEMBL3194,3100.0,5.508638306165727
CHEMBL2103840,CHEMBL301,1.0,9.0
CHEMBL2103840,CHEMBL308,72.0,7.142667503568732
CHEMBL2103840,CHEMBL3116,178.0,6.749579997691106
CHEMBL2103840,CHEMBL331,127.0,6.896196279044043
CHEMBL2103840,CHEMBL4036,45.0,7.346787486224656
CHEMBL2103840,CHEMBL5869,7.0,8.154901959985743
CHEMBL2103842,CHEMBL1824,2.0,8.698970004336019
CHEMBL2103842,CHEMBL203,7.0,8.154901959985743
CHEMBL2103842,CHEMBL3009,4.0,8.397940008672037
CHEMBL2103847,CHEMBL321,1500.0,5.823908740944319
CHEMBL2103847,CHEMBL333,190.0,6.721246399047171
CHEMBL2103851,CHEMBL4895,1000.0,6.0
CHEMBL2103855,CHEMBL5689,16.0,7.795880017344075
CHEMBL2103862,CHEMBL264,5.4,8.267606240177031
CHEMBL2103863,CHEMBL1829,10.0,8.0
CHEMBL2103863,CHEMBL1865,20.0,7.698970004336019
CHEMBL2103863,CHEMBL1937,20.0,7.698970004336019
CHEMBL2103863,CHEMBL3192,280.0,6.552841968657781
CHEMBL2103863,CHEMBL325,10.0,8.0
CHEMBL2103863,CHEMBL5103,24.0,7.619788758288394
CHEMBL2103868,CHEMBL279,3.0,8.522878745280337
CHEMBL2103868,CHEMBL3717,21.9,7.6595558851598815
CHEMBL2103870,CHEMBL4051,2600.0,5.585026652029182
CHEMBL2103873,CHEMBL1785,987.0,6.005682847330363
CHEMBL2103873,CHEMBL252,3.4,8.468521082957745
CHEMBL2103875,CHEMBL2964,14.9,7.826813731587726
CHEMBL2103875,CHEMBL3587,3.4,8.468521082957745
CHEMBL2103875,CHEMBL4302,247.0,6.607303046740334
CHEMBL2103879,CHEMBL1075132,51.0,7.292429823902063
CHEMBL2103879,CHEMBL3880,5.0,8.301029995663981
CHEMBL2103879,CHEMBL4303,5.0,8.301029995663981
CHEMBL2103880,CHEMBL3371,1.3,8.886056647693163
CHEMBL2103881,CHEMBL2492,1200.0,5.920818753952375
CHEMBL2103882,CHEMBL3717,355.0,6.449771646944906
CHEMBL2103884,CHEMBL4662,47.0,7.327902142064283
CHEMBL2103884,CHEMBL5620,82.0,7.086186147616283
CHEMBL2104753,CHEMBL235,43.0,7.366531544420414
CHEMBL2104981,CHEMBL3514,0.2512,9.599980364934842
CHEMBL2104993,CHEMBL214,9.5,8.022276394711152
CHEMBL2104993,CHEMBL3155,26.0,7.585026652029182
CHEMBL2105611,CHEMBL1977,7.05,8.1518108830086
CHEMBL2105661,CHEMBL4581,26.0,7.585026652029182
CHEMBL2105667,CHEMBL249,0.0631,10.199970640755865
CHEMBL2105667,CHEMBL250,2270.0,5.6439741428068775
CHEMBL2105667,CHEMBL287,940.0,6.026872146400302
CHEMBL2105671,CHEMBL2179,30.0,7.522878745280337
CHEMBL2105686,CHEMBL2414,1100.0,5.958607314841775
CHEMBL2105686,CHEMBL274,3.1,8.508638306165727
CHEMBL2105686,CHEMBL3473,2400.0,5.619788758288394
CHEMBL2105686,CHEMBL4015,5.9,8.229147988357855
CHEMBL2105699,CHEMBL3974,41.0,7.3872161432802645
CHEMBL2105705,CHEMBL4521,27.0,7.568636235841013
CHEMBL2105709,CHEMBL1974,69.0,7.161150909262744
CHEMBL2105709,CHEMBL279,430.0,6.366531544420414
CHEMBL2105717,CHEMBL1868,12.0,7.920818753952375
CHEMBL2105717,CHEMBL1955,6.0,8.221848749616356
CHEMBL2105717,CHEMBL1974,7500.0,5.1249387366083
CHEMBL2105717,CHEMBL203,3110.0,5.507239610973163
CHEMBL2105717,CHEMBL2041,1500.0,5.823908740944319
CHEMBL2105717,CHEMBL267,178.0,6.749579997691106
CHEMBL2105717,CHEMBL2689,69.0,7.161150909262744
CHEMBL2105717,CHEMBL279,7800.0,5.107905397309519
CHEMBL2105717,CHEMBL3650,11.3,7.94692155651658
CHEMBL2105717,CHEMBL3717,1900.0,5.721246399047171
CHEMBL2105717,CHEMBL4128,14.3,7.844663962534939
CHEMBL2105717,CHEMBL4722,3363.13,5.473256344938873
CHEMBL2105717,CHEMBL4895,5000.0,5.301029995663981
CHEMBL2105728,CHEMBL1974,35.0,7.455931955649724
CHEMBL2105734,CHEMBL4600,500.0,6.301029995663981
CHEMBL2105737,CHEMBL5971,6.0,8.221848749616356
CHEMBL2105738,CHEMBL1871,845.0,6.073143291050307
CHEMBL2105738,CHEMBL3522,752.0,6.123782159408358
CHEMBL2105747,CHEMBL226,1700.0,5.769551078621726
CHEMBL2105747,CHEMBL251,11.0,7.958607314841775
CHEMBL2105747,CHEMBL255,5000.0,5.301029995663981
CHEMBL2105747,CHEMBL256,5000.0,5.301029995663981
CHEMBL2105755,CHEMBL233,1.1,8.958607314841775
CHEMBL2105755,CHEMBL236,0.91,9.040958607678906
CHEMBL2105759,CHEMBL2148,787.0,6.104025267640935
CHEMBL2105759,CHEMBL2835,6.0,8.221848749616356
CHEMBL2105759,CHEMBL2971,290.0,6.537602002101044
CHEMBL2105759,CHEMBL3553,61.0,7.214670164989233
CHEMBL2105760,CHEMBL1833,0.3981,9.400007822415903
CHEMBL2105760,CHEMBL214,0.12,9.920818753952375
CHEMBL2105760,CHEMBL217,0.3,9.522878745280337
CHEMBL2105760,CHEMBL224,0.47,9.327902142064282
CHEMBL2105760,CHEMBL3155,3.7,8.431798275933005
CHEMBL2105762,CHEMBL284,2.75,8.560667306169737
CHEMBL2105763,CHEMBL1829,4.3,8.366531544420413
CHEMBL2105763,CHEMBL1865,350.0,6.455931955649724
CHEMBL2105763,CHEMBL1937,31.0,7.508638306165727
CHEMBL2105763,CHEMBL2563,5.95,8.22548303427145
CHEMBL2105763,CHEMBL2716,66.6,7.176525770829699
CHEMBL2105763,CHEMBL3192,217.0,6.663540266151471
CHEMBL2105763,CHEMBL325,7.3,8.136677139879543
CHEMBL2105763,CHEMBL3310,1300.0,5.886056647693163
CHEMBL2105763,CHEMBL3524,6.7,8.173925197299173
CHEMBL2105763,CHEMBL4145,6.7,8.173925197299173
CHEMBL2105763,CHEMBL5103,39.81,7.400007822415902
CHEMBL2107383,CHEMBL240,7000.0,5.154901959985743
CHEMBL2107383,CHEMBL4306,3200.0,5.494850021680094
CHEMBL2107430,CHEMBL3401,6100.0,5.214670164989233
CHEMBL2107572,CHEMBL1878,80.0,7.096910013008056
CHEMBL2107786,CHEMBL2069,16.4,7.785156151952302
CHEMBL2107797,CHEMBL3305,1.23,8.910094888560602
CHEMBL2107822,CHEMBL4792,17.0,7.769551078621726
CHEMBL2107822,CHEMBL5113,16.0,7.795880017344075
CHEMBL2107823,CHEMBL4722,15.05,7.822463500070138
CHEMBL2107826,CHEMBL246,1.6,8.795880017344075
CHEMBL2107830,CHEMBL3884,3.1,8.508638306165727
CHEMBL2107830,CHEMBL4979,8300.0,5.080921907623926
CHEMBL2107832,CHEMBL3587,3.39,8.469800301796917
CHEMBL2110588,CHEMBL2063,16.0,7.795880017344075
CHEMBL2110670,CHEMBL225,8.0,8.096910013008056
CHEMBL2110727,CHEMBL4015,5.9,8.229147988357855
CHEMBL2110731,CHEMBL3884,4.0,8.397940008672037
CHEMBL2110731,CHEMBL4979,8444.0,5.073451775364381
CHEMBL2110732,CHEMBL1824,46.0,7.337242168318426
CHEMBL2110732,CHEMBL203,42.0,7.376750709602099
CHEMBL2110732,CHEMBL3009,83.67,7.077430231014287
CHEMBL2111051,CHEMBL1821,844.0,6.073657553374345
CHEMBL2111051,CHEMBL2035,422.0,6.374687549038327
CHEMBL2111051,CHEMBL211,849.0,6.071092309756048
CHEMBL2111051,CHEMBL216,820.0,6.086186147616283
CHEMBL2111051,CHEMBL245,2696.0,5.569280112136718
CHEMBL211471,CHEMBL1914,60.0,7.221848749616356
CHEMBL21333,CHEMBL1075162,4060.0,5.391473966422806
CHEMBL21333,CHEMBL1798,4.4,8.356547323513812
CHEMBL21333,CHEMBL4330,3620.0,5.441291429466834
CHEMBL2133806,CHEMBL3717,9.5,8.022276394711152
CHEMBL2140408,CHEMBL2185,4.0,8.397940008672037
CHEMBL2140408,CHEMBL3935,1.0,9.0
CHEMBL2140408,CHEMBL4722,5.0,8.301029995663981
CHEMBL2141296,CHEMBL3492,3500.0,5.455931955649724
CHEMBL2141296,CHEMBL4208,31.0,7.508638306165727
CHEMBL2141296,CHEMBL4662,9.0,8.045757490560675
CHEMBL214268,CHEMBL2492,7.0,8.154901959985743
CHEMBL2146883,CHEMBL3587,4.2,8.3767507096021
CHEMBL2146883,CHEMBL5145,1.8,8.744727494896694
CHEMBL2147777,CHEMBL284,11.9,7.924453038607469
CHEMBL2147777,CHEMBL4657,260.0,6.585026652029182
CHEMBL2147777,CHEMBL4793,540.0,6.267606240177032
CHEMBL2151197,CHEMBL264,2.3,8.638272163982407
CHEMBL2151437,CHEMBL1899,12.0,7.920818753952375
CHEMBL2151437,CHEMBL2492,3.0,8.522878745280337
CHEMBL2151570,CHEMBL2492,0.22,9.657577319177793
CHEMBL2151572,CHEMBL2492,390.0,6.4089353929735005
CHEMBL2152712,CHEMBL5658,870.0,6.060480747381382
CHEMBL2152922,CHEMBL1875,1.5,8.823908740944319
CHEMBL2153191,CHEMBL4235,7.0,8.154901959985743
CHEMBL21536,CHEMBL1821,6309.57,5.200000237109354
CHEMBL21536,CHEMBL2035,1584.89,5.800000874803203
CHEMBL21536,CHEMBL211,4466.84,5.349999603463148
CHEMBL21536,CHEMBL245,79.43,7.100015437450609
CHEMBL215645,CHEMBL220,6500.0,5.187086643357144
CHEMBL2158051,CHEMBL5462,35.0,7.455931955649724
CHEMBL2165191,CHEMBL3130,80.0,7.096910013008056
CHEMBL2165191,CHEMBL3145,40.0,7.3979400086720375
CHEMBL2165191,CHEMBL3267,1090.0,5.962573502059376
CHEMBL2165191,CHEMBL4005,870.0,6.060480747381382
CHEMBL2165326,CHEMBL1785,987.0,6.005682847330363
CHEMBL2165326,CHEMBL252,3.4,8.468521082957745
CHEMBL216981,CHEMBL2434,680.0,6.167491087293763
CHEMBL216981,CHEMBL4029,36.0,7.443697499232713
CHEMBL2170582,CHEMBL2599,27.0,7.568636235841013
CHEMBL217092,CHEMBL1936,200.0,6.698970004336019
CHEMBL217092,CHEMBL203,2590.0,5.586700235918748
CHEMBL217092,CHEMBL2073,6.2,8.207608310501746
CHEMBL217092,CHEMBL258,4.0,8.397940008672037
CHEMBL217092,CHEMBL2634,840.0,6.075720713938118
CHEMBL217092,CHEMBL267,2.7,8.568636235841012
CHEMBL21731,CHEMBL1850,429.0,6.367542707815276
CHEMBL21731,CHEMBL2056,402.0,6.39577394691553
CHEMBL21731,CHEMBL217,665.0,6.1771783546968955
CHEMBL21731,CHEMBL231,1.67,8.777283528852417
CHEMBL21731,CHEMBL234,504.0,6.297569463554475
CHEMBL2177390,CHEMBL2431,18.0,7.7447274948966935
CHEMBL2177390,CHEMBL4282,157.0,6.804100347590766
CHEMBL2177390,CHEMBL4816,8.0,8.096910013008056
CHEMBL2177913,CHEMBL240,4800.0,5.318758762624412
CHEMBL2177913,CHEMBL2525,370.0,6.431798275933005
CHEMBL2177913,CHEMBL4822,35.1,7.454692883534176
CHEMBL2178422,CHEMBL3798,0.027,10.568636235841012
CHEMBL2178578,CHEMBL5815,539.0,6.268411234813262
CHEMBL217899,CHEMBL226,5200.0,5.2839966563652006
CHEMBL217899,CHEMBL251,4400.0,5.356547323513812
CHEMBL217899,CHEMBL254,23.0,7.638272163982407
CHEMBL217899,CHEMBL256,4800.0,5.318758762624412
CHEMBL217899,CHEMBL275,13.0,7.886056647693163
CHEMBL217899,CHEMBL288,13.0,7.886056647693163
CHEMBL2179105,CHEMBL3535,49.0,7.309803919971486
CHEMBL2179529,CHEMBL1882,28.0,7.552841968657781
CHEMBL2179529,CHEMBL1899,700.0,6.154901959985743
CHEMBL2179529,CHEMBL2492,6700.0,5.173925197299174
CHEMBL2179582,CHEMBL1875,6.8,8.167491087293763
CHEMBL2180602,CHEMBL1868,1.3,8.886056647693163
CHEMBL2180602,CHEMBL1913,10.1,7.995678626217358
CHEMBL2180602,CHEMBL1936,2.4,8.619788758288394
CHEMBL2180602,CHEMBL1955,1.3,8.886056647693163
CHEMBL2180602,CHEMBL1974,1.3,8.886056647693163
CHEMBL2180602,CHEMBL2041,1.3,8.886056647693163
CHEMBL2180602,CHEMBL279,2.3,8.638272163982407
CHEMBL2180604,CHEMBL1844,10.0,8.0
CHEMBL2180604,CHEMBL1868,3.2,8.494850021680094
CHEMBL2180604,CHEMBL1913,13.0,7.886056647693163
CHEMBL2180604,CHEMBL1955,1.1,8.958607314841775
CHEMBL2180604,CHEMBL2007,4.3,8.366531544420413
