ligand,target,activity,minuslog_activity
CHEMBL363295,CHEMBL240,5754.4,5.2399999527072705
CHEMBL3633460,CHEMBL2439,1900.0,5.721246399047171
CHEMBL363392,CHEMBL2778,0.28,9.55284196865778
CHEMBL363648,CHEMBL260,240.0,6.619788758288394
CHEMBL363648,CHEMBL3961,200.0,6.698970004336019
CHEMBL3643413,CHEMBL288,4700.0,5.327902142064283
CHEMBL3643413,CHEMBL3130,1150.0,5.939302159646388
CHEMBL3643413,CHEMBL3142,880.0,6.055517327849832
CHEMBL3643413,CHEMBL3267,2230.0,5.651695136951839
CHEMBL3643413,CHEMBL4005,262.0,6.581698708680254
CHEMBL3644587,CHEMBL3105,2.0,8.698970004336019
CHEMBL3644587,CHEMBL5366,1.0,9.0
CHEMBL3644587,CHEMBL6154,120.0,6.920818753952375
CHEMBL3644587,CHEMBL6164,50.0,7.301029995663981
CHEMBL3646221,CHEMBL1783,7600.0,5.119186407719209
CHEMBL3646221,CHEMBL5705,390.0,6.4089353929735005
CHEMBL364713,CHEMBL1743122,2600.0,5.585026652029182
CHEMBL364804,CHEMBL230,3.0,8.522878745280337
CHEMBL3653256,CHEMBL5023,0.23,9.638272163982407
CHEMBL3655081,CHEMBL1951,6000.0,5.221848749616356
CHEMBL3655081,CHEMBL2148,605.0,6.218244625347531
CHEMBL3655081,CHEMBL279,1200.0,5.920818753952375
CHEMBL3655081,CHEMBL2835,29.0,7.5376020021010435
CHEMBL3655081,CHEMBL2971,803.0,6.095284454721319
CHEMBL3655081,CHEMBL3553,1250.0,5.903089986991944
CHEMBL3661115,CHEMBL3880,210.0,6.6777807052660805
CHEMBL3661115,CHEMBL4303,21.3,7.671620396561262
CHEMBL3663929,CHEMBL203,230.0,6.638272163982407
CHEMBL3670800,CHEMBL3473,3.2,8.494850021680094
CHEMBL367149,CHEMBL2061,6292.0,5.201211286048751
CHEMBL3673452,CHEMBL1844,2.0,8.698970004336019
CHEMBL3674570,CHEMBL1844,3.2,8.494850021680094
CHEMBL3681419,CHEMBL1962,985.0,6.006563769502388
CHEMBL3681419,CHEMBL5112,4.7,8.327902142064282
CHEMBL3681949,CHEMBL2599,591.0,6.228412519118745
CHEMBL3681949,CHEMBL260,224.0,6.649751981665837
CHEMBL3681949,CHEMBL2850,411.0,6.386158178123931
CHEMBL3686884,CHEMBL2742,5.4,8.267606240177031
CHEMBL3686884,CHEMBL3650,5.8,8.236572006437063
CHEMBL3693786,CHEMBL1865,76.0,7.119186407719209
CHEMBL3693786,CHEMBL1937,318.0,6.497572880015567
CHEMBL3693786,CHEMBL325,35.0,7.455931955649724
CHEMBL3695568,CHEMBL260,5.0,8.301029995663981
CHEMBL3695568,CHEMBL3234,52.0,7.2839966563652006
CHEMBL3695568,CHEMBL4674,402.0,6.39577394691553
CHEMBL3696475,CHEMBL220,9940.0,5.002613615602686
CHEMBL3696475,CHEMBL228,2400.0,5.619788758288394
CHEMBL3697617,CHEMBL2056,8.54,8.068542129310995
CHEMBL3701238,CHEMBL2742,0.5,9.301029995663981
CHEMBL3701238,CHEMBL3650,3.6,8.443697499232712
CHEMBL3701238,CHEMBL4142,1.1,8.958607314841775
CHEMBL3707218,CHEMBL1980,84.0,7.075720713938118
CHEMBL3707218,CHEMBL4187,600.0,6.221848749616356
CHEMBL3707218,CHEMBL4296,161.0,6.79317412396815
CHEMBL3707218,CHEMBL5202,170.0,6.769551078621726
CHEMBL3707218,CHEMBL5451,4800.0,5.318758762624412
CHEMBL3707247,CHEMBL2274,55.2,7.2580609222708015
CHEMBL3707247,CHEMBL2955,9559.0,5.019587538393108
CHEMBL3707247,CHEMBL3230,4192.0,5.37757872602433
CHEMBL3707247,CHEMBL3892,9938.0,5.002701007590486
CHEMBL3707247,CHEMBL4333,0.41,9.387216143280265
CHEMBL3707313,CHEMBL2003,7.7,8.113509274827518
CHEMBL3707313,CHEMBL2008,125.0,6.903089986991944
CHEMBL3707313,CHEMBL2055,500.0,6.301029995663981
CHEMBL3707331,CHEMBL249,0.66,9.18045606445813
CHEMBL3707347,CHEMBL6120,50.0,7.301029995663981
CHEMBL3707348,CHEMBL1824,7.4,8.130768280269024
CHEMBL3707348,CHEMBL3009,140.0,6.853871964321762
CHEMBL3707348,CHEMBL3834,610.0,6.214670164989233
CHEMBL3707348,CHEMBL5251,747.0,6.126679398184601
CHEMBL3707392,CHEMBL1845,3400.0,5.468521082957745
CHEMBL3707392,CHEMBL1980,600.0,6.221848749616356
CHEMBL3707392,CHEMBL240,5700.0,5.2441251443275085
CHEMBL3707392,CHEMBL4296,5200.0,5.2839966563652006
CHEMBL3707392,CHEMBL5451,1500.0,5.823908740944319
CHEMBL3707395,CHEMBL235,2116.0,5.674484336636852
CHEMBL3707395,CHEMBL239,225.0,6.647817481888637
CHEMBL3707395,CHEMBL3979,115.0,6.939302159646388
CHEMBL3707409,CHEMBL2835,5.0,8.301029995663981
CHEMBL370753,CHEMBL4931,13.0,7.886056647693163
CHEMBL370805,CHEMBL228,2398.83,5.620000528471499
CHEMBL370805,CHEMBL238,1270.0,5.896196279044043
CHEMBL370805,CHEMBL240,7244.36,5.139999976065226
CHEMBL371064,CHEMBL2581,1.29,8.88941028970075
CHEMBL371064,CHEMBL268,5.0,8.301029995663981
CHEMBL371064,CHEMBL4072,4800.0,5.318758762624412
CHEMBL371405,CHEMBL3492,28.0,7.552841968657781
CHEMBL371405,CHEMBL4208,430.0,6.366531544420414
CHEMBL371405,CHEMBL4662,22.0,7.657577319177793
CHEMBL372205,CHEMBL214,1.6,8.795880017344075
CHEMBL372764,CHEMBL260,1200.0,5.920818753952375
CHEMBL373742,CHEMBL1790,242.0,6.616184634019569
CHEMBL373742,CHEMBL1889,3.95,8.40340290437354
CHEMBL373742,CHEMBL1921,4.3,8.366531544420413
CHEMBL373742,CHEMBL2049,22.0,7.657577319177793
CHEMBL374478,CHEMBL3401,2300.0,5.638272163982407
CHEMBL3747513,CHEMBL1075145,1030.0,5.987162775294828
CHEMBL3747513,CHEMBL3142,500.0,6.301029995663981
CHEMBL375611,CHEMBL2888,92.0,7.036212172654444
CHEMBL375611,CHEMBL5137,149.0,6.826813731587726
CHEMBL376359,CHEMBL284,28.5,7.54515513999149
CHEMBL3763743,CHEMBL206,0.8,9.096910013008056
CHEMBL376408,CHEMBL4625,380.0,6.42021640338319
CHEMBL376408,CHEMBL4677,285.0,6.54515513999149
CHEMBL376408,CHEMBL4860,283.0,6.54821356447571
CHEMBL376488,CHEMBL240,1600.0,5.795880017344075
CHEMBL376897,CHEMBL1821,0.1413,9.849857838151442
CHEMBL376897,CHEMBL2035,1.122,8.950007143079857
CHEMBL376897,CHEMBL211,501.19,6.299997602857746
CHEMBL376897,CHEMBL216,0.3236,9.489991487059765
CHEMBL376897,CHEMBL245,0.1349,9.869988050328097
CHEMBL377300,CHEMBL1868,380.0,6.42021640338319
CHEMBL377300,CHEMBL279,26.0,7.585026652029182
CHEMBL377300,CHEMBL3650,148.0,6.8297382846050425
CHEMBL377559,CHEMBL2007,62.0,7.2076083105017466
CHEMBL3780740,CHEMBL235,18.0,7.7447274948966935
CHEMBL3780740,CHEMBL239,20.0,7.698970004336019
CHEMBL3786098,CHEMBL203,140.0,6.853871964321762
CHEMBL3786098,CHEMBL5838,21.0,7.6777807052660805
CHEMBL3786343,CHEMBL203,2000.0,5.698970004336019
CHEMBL3786343,CHEMBL5251,1.0,9.0
CHEMBL3786896,CHEMBL204,150.0,6.823908740944319
CHEMBL3787344,CHEMBL203,25.0,7.6020599913279625
CHEMBL38,CHEMBL2003,19.0,7.721246399047171
CHEMBL38,CHEMBL2004,306.0,6.51427857351842
CHEMBL38,CHEMBL2008,3000.0,5.522878745280337
CHEMBL38,CHEMBL2055,9000.0,5.045757490560675
CHEMBL38,CHEMBL2061,1015.0,5.993533957750769
CHEMBL38,CHEMBL5868,199.53,6.699991797446187
CHEMBL3809489,CHEMBL1936,1000.0,6.0
CHEMBL3809489,CHEMBL1974,6.0,8.221848749616356
CHEMBL3809489,CHEMBL2007,20.0,7.698970004336019
CHEMBL3809489,CHEMBL203,3900.0,5.4089353929735005
CHEMBL3809489,CHEMBL2041,3.0,8.522878745280337
CHEMBL3809489,CHEMBL2185,100.0,7.0
CHEMBL3809489,CHEMBL267,37.0,7.431798275933005
CHEMBL3809489,CHEMBL279,8.0,8.096910013008056
CHEMBL3809489,CHEMBL3717,3400.0,5.468521082957745
CHEMBL3809489,CHEMBL4247,530.0,6.275724130399211
CHEMBL3809489,CHEMBL4722,26.0,7.585026652029182
CHEMBL3809489,CHEMBL4895,30.0,7.522878745280337
CHEMBL3809489,CHEMBL5314,17.0,7.769551078621726
CHEMBL3809489,CHEMBL5319,20.0,7.698970004336019
CHEMBL3809489,CHEMBL5331,15.0,7.823908740944319
CHEMBL3813842,CHEMBL2842,70.0,7.154901959985743
CHEMBL3813842,CHEMBL4005,2.0,8.698970004336019
CHEMBL3813873,CHEMBL1844,13.0,7.886056647693163
CHEMBL3813873,CHEMBL1936,27.0,7.568636235841013
CHEMBL3813873,CHEMBL1974,130.0,6.886056647693163
CHEMBL3818875,CHEMBL2409,110.0,6.958607314841775
CHEMBL382301,CHEMBL1790,330.0,6.481486060122113
CHEMBL382301,CHEMBL1889,0.15,9.823908740944319
CHEMBL382301,CHEMBL1921,44.0,7.356547323513813
CHEMBL382301,CHEMBL2049,59.0,7.229147988357856
CHEMBL3828074,CHEMBL3691,242.0,6.616184634019569
CHEMBL383322,CHEMBL5805,6130.0,5.212539525481585
CHEMBL383322,CHEMBL5936,1500.0,5.823908740944319
CHEMBL3833319,CHEMBL211,5.0,8.301029995663981
CHEMBL3833319,CHEMBL245,5.0,8.301029995663981
CHEMBL38380,CHEMBL1649052,6918.31,5.159999981744464
CHEMBL38380,CHEMBL3032,4000.0,5.3979400086720375
CHEMBL38380,CHEMBL3231,4300.0,5.366531544420414
CHEMBL38380,CHEMBL4237,5000.0,5.301029995663981
CHEMBL383824,CHEMBL3880,919.0,6.036684488613889
CHEMBL383824,CHEMBL4303,1410.0,5.85078088734462
CHEMBL384304,CHEMBL262,8000.0,5.096910013008056
CHEMBL384304,CHEMBL301,3.0,8.522878745280337
CHEMBL384304,CHEMBL308,2.0,8.698970004336019
CHEMBL38434,CHEMBL1966,39.81,7.400007822415902
CHEMBL38434,CHEMBL202,1.8,8.744727494896694
CHEMBL384467,CHEMBL1871,1410.0,5.85078088734462
CHEMBL384467,CHEMBL1994,40.0,7.3979400086720375
CHEMBL384467,CHEMBL2034,21.0,7.6777807052660805
CHEMBL384467,CHEMBL208,778.0,6.1090204030103115
CHEMBL385517,CHEMBL284,50.0,7.301029995663981
CHEMBL385517,CHEMBL4657,130.0,6.886056647693163
CHEMBL385517,CHEMBL4793,71.0,7.1487416512809245
CHEMBL386630,CHEMBL1871,4.571,8.33998877871067
CHEMBL386630,CHEMBL1978,600.0,6.221848749616356
CHEMBL386630,CHEMBL3305,14.0,7.853871964321762
CHEMBL38827,CHEMBL240,8128.31,5.089999741487069
CHEMBL388590,CHEMBL3004,4000.0,5.3979400086720375
CHEMBL388590,CHEMBL6120,300.0,6.522878745280337
CHEMBL3889654,CHEMBL2815,69.0,7.161150909262744
CHEMBL3889654,CHEMBL4898,24.0,7.619788758288394
CHEMBL3889654,CHEMBL5608,24.0,7.619788758288394
CHEMBL38943,CHEMBL235,8600.0,5.0655015487564325
CHEMBL38943,CHEMBL239,3900.0,5.4089353929735005
CHEMBL38943,CHEMBL3979,125.89,6.900008766455316
CHEMBL389433,CHEMBL1978,44.67,7.349984047528161
CHEMBL389433,CHEMBL3713687,18.0,7.7447274948966935
CHEMBL389433,CHEMBL4521,2.3,8.638272163982407
CHEMBL389433,CHEMBL5141,7000.0,5.154901959985743
CHEMBL389621,CHEMBL1994,0.5,9.301029995663981
CHEMBL389621,CHEMBL3305,630.96,6.199998172182031
CHEMBL39,CHEMBL1833,13.49,7.869988050328096
CHEMBL39,CHEMBL1875,1049.0,5.979224511806442
CHEMBL39,CHEMBL1898,29.0,7.5376020021010435
CHEMBL39,CHEMBL1983,5.5,8.259637310505756
CHEMBL39,CHEMBL2056,9690.0,5.013676222949234
CHEMBL39,CHEMBL2182,11.0,7.958607314841775
CHEMBL39,CHEMBL224,690.0,6.161150909262744
CHEMBL39,CHEMBL225,190.55,6.719991046891814
CHEMBL39,CHEMBL3155,17.0,7.769551078621726
CHEMBL39,CHEMBL3371,262.0,6.581698708680254
CHEMBL39,CHEMBL3426,280.0,6.552841968657781
CHEMBL3900554,CHEMBL2250,23.0,7.638272163982407
CHEMBL3900554,CHEMBL240,5500.0,5.259637310505756
CHEMBL3900554,CHEMBL258,3800.0,5.42021640338319
CHEMBL3900554,CHEMBL267,1100.0,5.958607314841775
CHEMBL3900554,CHEMBL2959,410.0,6.3872161432802645
CHEMBL3900554,CHEMBL3834,32.0,7.494850021680094
CHEMBL3900554,CHEMBL4246,10.0,8.0
CHEMBL3900554,CHEMBL4367,28.0,7.552841968657781
CHEMBL3900554,CHEMBL5251,750.0,6.1249387366083
CHEMBL3904602,CHEMBL1974,22.0,7.657577319177793
CHEMBL3904602,CHEMBL3983,4.2,8.3767507096021
CHEMBL3904602,CHEMBL5698,0.7,9.154901959985743
CHEMBL3916717,CHEMBL5285,20.0,7.698970004336019
CHEMBL3916929,CHEMBL1994,398.11,6.399996913372259
CHEMBL3916929,CHEMBL2034,2511.89,5.59999938302362
CHEMBL392149,CHEMBL226,65.0,7.187086643357144
CHEMBL392149,CHEMBL251,6390.0,5.1944991418416
CHEMBL392158,CHEMBL217,0.097,10.013228265733755
CHEMBL392158,CHEMBL219,1300.0,5.886056647693163
CHEMBL3935857,CHEMBL3145,4500.0,5.346787486224656
CHEMBL3935857,CHEMBL3267,1900.0,5.721246399047171
CHEMBL3935857,CHEMBL4005,15.0,7.823908740944319
CHEMBL3936761,CHEMBL5251,1.8,8.744727494896694
CHEMBL3939295,CHEMBL2742,1060.0,5.97469413473523
CHEMBL3939295,CHEMBL3650,320.0,6.494850021680094
CHEMBL3939295,CHEMBL3973,1.2,8.920818753952375
CHEMBL3939295,CHEMBL4142,1290.0,5.889410289700751
CHEMBL3940890,CHEMBL3194,314.0,6.503070351926785
CHEMBL3945728,CHEMBL2189127,2700.0,5.568636235841013
CHEMBL3945728,CHEMBL4191,14.0,7.853871964321762
CHEMBL3948730,CHEMBL3130,14.0,7.853871964321762
CHEMBL3948730,CHEMBL3267,1400.0,5.853871964321762
CHEMBL395110,CHEMBL3632452,830.0,6.080921907623926
CHEMBL395429,CHEMBL1790,3500.0,5.455931955649724
CHEMBL395429,CHEMBL1889,120.0,6.920818753952375
CHEMBL395429,CHEMBL1921,1782.0,5.749092300299144
CHEMBL395429,CHEMBL2049,9.53,8.020907099361674
CHEMBL3969876,CHEMBL286,2.1,8.67778070526608
CHEMBL3975308,CHEMBL2147,5.0,8.301029995663981
CHEMBL3979920,CHEMBL1974,22.0,7.657577319177793
CHEMBL3979920,CHEMBL2007,45.0,7.346787486224656
CHEMBL3979920,CHEMBL2041,19.0,7.721246399047171
CHEMBL3979920,CHEMBL2148,114.0,6.943095148663527
CHEMBL3979920,CHEMBL2349,226.0,6.645891560852599
CHEMBL3979920,CHEMBL2599,9.8,8.008773924307505
CHEMBL3979920,CHEMBL279,135.0,6.8696662315049934
CHEMBL3979920,CHEMBL2803,75.0,7.1249387366083
CHEMBL3979920,CHEMBL3982,51.0,7.292429823902063
CHEMBL3979920,CHEMBL4482,76.0,7.119186407719209
CHEMBL3979920,CHEMBL4630,50.0,7.301029995663981
CHEMBL3979920,CHEMBL5810,31.0,7.508638306165727
CHEMBL398338,CHEMBL4794,4.0,8.397940008672037
CHEMBL398435,CHEMBL2001,500.0,6.301029995663981
CHEMBL3984425,CHEMBL3130,180.0,6.7447274948966935
CHEMBL3984425,CHEMBL3142,4800.0,5.318758762624412
CHEMBL3984425,CHEMBL3145,240.0,6.619788758288394
CHEMBL3984425,CHEMBL3267,16.0,7.795880017344075
CHEMBL3984425,CHEMBL4005,250.0,6.6020599913279625
CHEMBL3987016,CHEMBL1163125,74.0,7.130768280269024
CHEMBL3987016,CHEMBL1293289,1.0,9.0
CHEMBL3987016,CHEMBL1795185,2.2,8.657577319177793
CHEMBL3987016,CHEMBL1795186,12.2,7.913640169325252
CHEMBL3987016,CHEMBL255,2600.0,5.585026652029182
CHEMBL398707,CHEMBL233,0.28,9.55284196865778
CHEMBL398707,CHEMBL236,38.0,7.42021640338319
CHEMBL398707,CHEMBL237,2.8,8.55284196865778
CHEMBL3989516,CHEMBL2599,17.0,7.769551078621726
CHEMBL3989834,CHEMBL1785,1200.0,5.920818753952375
CHEMBL3989834,CHEMBL252,3.1,8.508638306165727
CHEMBL3989843,CHEMBL2039,6210.0,5.20690839982342
CHEMBL3989870,CHEMBL1862,59.0,7.229147988357856
CHEMBL3989870,CHEMBL1936,39.0,7.4089353929735005
CHEMBL3989870,CHEMBL1955,8.0,8.096910013008056
CHEMBL3989870,CHEMBL1974,130.0,6.886056647693163
CHEMBL3989870,CHEMBL240,3000.0,5.522878745280337
CHEMBL3989870,CHEMBL2599,190.0,6.721246399047171
CHEMBL3989870,CHEMBL262,140.0,6.853871964321762
CHEMBL3989870,CHEMBL2850,33.0,7.481486060122113
CHEMBL3989870,CHEMBL2872,15.0,7.823908740944319
CHEMBL3989870,CHEMBL2971,150.0,6.823908740944319
CHEMBL3989870,CHEMBL3797,44.0,7.356547323513813
CHEMBL3989870,CHEMBL5331,30.0,7.522878745280337
CHEMBL3989926,CHEMBL1936,6.0,8.221848749616356
CHEMBL3989926,CHEMBL1974,8.0,8.096910013008056
CHEMBL3989926,CHEMBL279,5.0,8.301029995663981
CHEMBL3989926,CHEMBL2815,5.0,8.301029995663981
CHEMBL3989926,CHEMBL3717,20.0,7.698970004336019
CHEMBL3989926,CHEMBL4895,1.5,8.823908740944319
CHEMBL3989926,CHEMBL4898,9.0,8.045757490560675
CHEMBL3989939,CHEMBL2815,5.0,8.301029995663981
CHEMBL3989939,CHEMBL5608,5.0,8.301029995663981
CHEMBL3989948,CHEMBL4822,26.0,7.585026652029182
CHEMBL3989951,CHEMBL4685,450.0,6.346787486224656
CHEMBL3989970,CHEMBL203,13.0,7.886056647693163
CHEMBL3989970,CHEMBL5838,4.0,8.397940008672037
CHEMBL3990145,CHEMBL286,1.4,8.853871964321762
CHEMBL399910,CHEMBL1978,900.0,6.045757490560675
CHEMBL402548,CHEMBL1862,25.0,7.6020599913279625
CHEMBL402548,CHEMBL1936,407.0,6.39040559077478
CHEMBL402548,CHEMBL1955,161.0,6.79317412396815
CHEMBL402548,CHEMBL1974,669.0,6.174573882232177
CHEMBL402548,CHEMBL2041,31.0,7.508638306165727
CHEMBL402548,CHEMBL2185,79.0,7.102372908709558
CHEMBL402548,CHEMBL258,155.0,6.809668301829708
CHEMBL402548,CHEMBL279,432.0,6.364516253185088
CHEMBL402548,CHEMBL2815,30.0,7.522878745280337
CHEMBL402548,CHEMBL301,462.0,6.335358024443875
CHEMBL402548,CHEMBL3024,3500.0,5.455931955649724
CHEMBL402548,CHEMBL3650,47.0,7.327902142064283
CHEMBL402548,CHEMBL3935,61.0,7.214670164989233
CHEMBL402548,CHEMBL4722,13.0,7.886056647693163
CHEMBL404108,CHEMBL230,320.0,6.494850021680094
CHEMBL405130,CHEMBL2041,720.0,6.142667503568732
CHEMBL405130,CHEMBL2148,9100.0,5.040958607678906
CHEMBL405130,CHEMBL279,2800.0,5.552841968657781
CHEMBL406,CHEMBL205,2520.0,5.598599459218456
CHEMBL406,CHEMBL2326,1800.0,5.7447274948966935
CHEMBL406,CHEMBL3025,1606.0,5.7942544590573375
CHEMBL406,CHEMBL3242,1400.0,5.853871964321762
CHEMBL406,CHEMBL3510,4950.0,5.305394801066432
CHEMBL406,CHEMBL3594,36.0,7.443697499232713
CHEMBL406,CHEMBL3729,213.0,6.671620396561262
CHEMBL406,CHEMBL3912,200.0,6.698970004336019
CHEMBL406,CHEMBL3969,274.0,6.562249437179612
CHEMBL406,CHEMBL4789,890.0,6.050609993355088
CHEMBL4060569,CHEMBL2652,0.61,9.214670164989233
CHEMBL406291,CHEMBL3157,1.8,8.744727494896694
CHEMBL406381,CHEMBL1868,1.0,9.0
CHEMBL406381,CHEMBL279,1.0,9.0
CHEMBL4065122,CHEMBL5251,30.7,7.512861624522814
CHEMBL4068611,CHEMBL2034,81.2,7.090443970758825
CHEMBL4069597,CHEMBL205,12.8,7.892790030352131
CHEMBL4069597,CHEMBL261,323.0,6.490797477668897
CHEMBL4069597,CHEMBL3242,77.2,7.112382699664264
CHEMBL4069597,CHEMBL3594,81.0,7.0915149811213505
CHEMBL4069597,CHEMBL3969,389.0,6.410050398674292
CHEMBL4069597,CHEMBL4789,474.0,6.324221658325915
CHEMBL4071161,CHEMBL1824,610.0,6.214670164989233
CHEMBL4071161,CHEMBL3834,47.0,7.327902142064283
CHEMBL4071161,CHEMBL5251,363.0,6.440093374963888
CHEMBL4072756,CHEMBL2034,0.9,9.045757490560675
CHEMBL4072756,CHEMBL208,1760.0,5.7544873321858505
CHEMBL4072833,CHEMBL240,3100.0,5.508638306165727
CHEMBL4072833,CHEMBL2959,3700.0,5.431798275933005
CHEMBL4072833,CHEMBL3009,5600.0,5.251811972993799
CHEMBL4072833,CHEMBL3834,31.0,7.508638306165727
CHEMBL4072833,CHEMBL5251,8600.0,5.0655015487564325
CHEMBL4073292,CHEMBL2000,310.0,6.508638306165727
CHEMBL4073443,CHEMBL4203,787.0,6.104025267640935
CHEMBL4073443,CHEMBL4204,3.0,8.522878745280337
CHEMBL4073443,CHEMBL4525,131.0,6.882728704344236
CHEMBL4073443,CHEMBL4718,5.0,8.301029995663981
CHEMBL4078100,CHEMBL1163125,1600.0,5.795880017344075
CHEMBL4078100,CHEMBL1293289,251.19,6.599997654072044
CHEMBL4078100,CHEMBL1795185,501.19,6.299997602857746
CHEMBL4078100,CHEMBL1795186,398.11,6.399996913372259
CHEMBL4078588,CHEMBL215,4400.0,5.356547323513812
CHEMBL4079239,CHEMBL4805,19.95,7.700057099977233
CHEMBL408,CHEMBL1835,2966.0,5.5278288533076365
CHEMBL408,CHEMBL2039,9500.0,5.022276394711152
CHEMBL408,CHEMBL205,970.0,6.013228265733755
CHEMBL408,CHEMBL235,3800.0,5.42021640338319
CHEMBL408,CHEMBL6020,2700.0,5.568636235841013
CHEMBL4080062,CHEMBL279,1.3,8.886056647693163
CHEMBL4081711,CHEMBL279,5330.0,5.273272790973428
CHEMBL408194,CHEMBL226,5000.0,5.301029995663981
CHEMBL408194,CHEMBL3817,1000.0,6.0
CHEMBL408194,CHEMBL4361,2900.0,5.5376020021010435
CHEMBL408194,CHEMBL4625,4690.0,5.328827157284917
CHEMBL408194,CHEMBL4677,7010.0,5.154281982033341
CHEMBL408194,CHEMBL4860,1110.0,5.954677021213342
CHEMBL408194,CHEMBL5988,1000.0,6.0
CHEMBL408194,CHEMBL6044,1000.0,6.0
CHEMBL408403,CHEMBL227,9.7,8.013228265733755
CHEMBL408403,CHEMBL4607,0.2,9.698970004336019
CHEMBL4084907,CHEMBL1075165,8486.0,5.071296972569403
CHEMBL4084907,CHEMBL2842,205.0,6.688246138944246
CHEMBL4084907,CHEMBL3130,451.0,6.345823458122039
CHEMBL4084907,CHEMBL3142,8567.0,5.067171233099153
CHEMBL4084907,CHEMBL3145,661.0,6.179798540514359
CHEMBL4084907,CHEMBL3267,708.0,6.149966742310231
CHEMBL4084907,CHEMBL4005,136.0,6.866461091629782
CHEMBL4084907,CHEMBL5554,820.0,6.086186147616283
CHEMBL408513,CHEMBL1163125,27.0,7.568636235841013
CHEMBL408513,CHEMBL1829,1.5,8.823908740944319
CHEMBL408513,CHEMBL1865,6432.0,5.191653964259605
CHEMBL408513,CHEMBL1937,50.0,7.301029995663981
CHEMBL408513,CHEMBL2563,175.0,6.756961951313706
CHEMBL408513,CHEMBL2716,75.0,7.1249387366083
CHEMBL408513,CHEMBL3192,353.0,6.452225294612178
CHEMBL408513,CHEMBL325,48.0,7.318758762624412
CHEMBL408513,CHEMBL3524,380.0,6.42021640338319
CHEMBL408513,CHEMBL4145,250.0,6.6020599913279625
CHEMBL4085457,CHEMBL2148,6310.0,5.199970640755866
CHEMBL4085457,CHEMBL2835,1640.0,5.785156151952302
CHEMBL4085457,CHEMBL2959,8510.0,5.070070439915412
CHEMBL4085457,CHEMBL3834,606.0,6.217527375833714
CHEMBL4085457,CHEMBL4246,679.0,6.168130225719499
CHEMBL4085457,CHEMBL4367,193.0,6.714442690992226
CHEMBL408701,CHEMBL5409,847.0,6.072116589669293
CHEMBL4089083,CHEMBL2736,79.0,7.102372908709558
CHEMBL4089731,CHEMBL2034,12.0,7.920818753952375
CHEMBL4091374,CHEMBL235,4111.0,5.38605252321965
CHEMBL4091374,CHEMBL239,1537.0,5.813326132500255
CHEMBL4091374,CHEMBL3979,866.0,6.062482107982653
CHEMBL4094396,CHEMBL228,118.0,6.928117992693875
CHEMBL4094396,CHEMBL238,49.1,7.308918507877031
CHEMBL4094440,CHEMBL4306,46.0,7.337242168318426
CHEMBL41,CHEMBL1867,6.31,8.199970640755867
CHEMBL41,CHEMBL222,6309.57,5.200000237109354
CHEMBL41,CHEMBL228,4410.0,5.355561410532162
CHEMBL41,CHEMBL240,3100.0,5.508638306165727
CHEMBL41,CHEMBL264,7300.0,5.136677139879544
CHEMBL410414,CHEMBL2569,2.9,8.537602002101044
CHEMBL411,CHEMBL1835,4359.0,5.360613130982316
CHEMBL411,CHEMBL206,770.0,6.113509274827518
CHEMBL411,CHEMBL221,5600.0,5.251811972993799
CHEMBL411,CHEMBL242,610.0,6.214670164989233
CHEMBL4113131,CHEMBL3717,0.74,9.130768280269024
CHEMBL4113131,CHEMBL4247,0.4,9.397940008672037
CHEMBL412262,CHEMBL218,17.0,7.769551078621726
CHEMBL412262,CHEMBL253,7943.0,5.100015437450609
CHEMBL41286,CHEMBL2334,7894.0,5.102702877940503
CHEMBL413,CHEMBL1902,1.6,8.795880017344075
CHEMBL413,CHEMBL2052031,3.0,8.522878745280337
CHEMBL413,CHEMBL2430,0.2,9.698970004336019
CHEMBL413,CHEMBL2842,430.0,6.366531544420414
CHEMBL41355,CHEMBL2476,930.0,6.031517051446065
CHEMBL41355,CHEMBL2684,3900.0,5.4089353929735005
CHEMBL41355,CHEMBL2925,3450.0,5.462180904926726
CHEMBL41355,CHEMBL3576,5900.0,5.229147988357856
CHEMBL413965,CHEMBL221,894.0,6.048662481204082
CHEMBL414157,CHEMBL226,7.4,8.130768280269024
CHEMBL414157,CHEMBL251,6410.0,5.193141970481182
CHEMBL414157,CHEMBL255,90.0,7.045757490560675
CHEMBL415,CHEMBL222,64.6,7.189767482004916
CHEMBL415,CHEMBL228,0.28,9.55284196865778
CHEMBL415,CHEMBL238,2777.0,5.556424120249742
CHEMBL415,CHEMBL3371,112.0,6.950781977329818
CHEMBL415049,CHEMBL2185,0.37,9.431798275933005
CHEMBL415049,CHEMBL4722,1368.0,5.863913902615902
CHEMBL416,CHEMBL220,760.0,6.119186407719209
CHEMBL416146,CHEMBL230,2000.0,5.698970004336019
CHEMBL416146,CHEMBL260,530.0,6.275724130399211
CHEMBL41632,CHEMBL1860,0.14,9.853871964321762
CHEMBL41632,CHEMBL1947,0.048,10.318758762624412
CHEMBL4163691,CHEMBL5251,651.95,6.185785710336726
CHEMBL4164059,CHEMBL264,27.6,7.559090917934782
CHEMBL416956,CHEMBL240,5623.41,5.250000251143582
CHEMBL416956,CHEMBL5845,2500.0,5.6020599913279625
CHEMBL4173394,CHEMBL4805,1370.0,5.863279432843593
CHEMBL4173974,CHEMBL5462,12.0,7.920818753952375
